subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,diseases,count,crude_se,population
2,1,20-34,1,Female,2,NHB,SCC,0,0,4596338
3,1,20-34,1,Female,3,HIS,SCC,3,3,6549965
4,1,20-34,1,Female,4,OTH,SCC,4,4,3878604
5,1,20-34,2,Male,1,NHW,SCC,27,12,19295314
6,1,20-34,2,Male,2,NHB,SCC,4,4,4186659
7,1,20-34,2,Male,3,HIS,SCC,16,7,6886181
8,1,20-34,2,Male,4,OTH,SCC,13,7,3785306
9,2,35-44,1,Female,1,NHW,SCC,25,10,10789518
10,2,35-44,1,Female,2,NHB,SCC,22,10,2841551
11,2,35-44,1,Female,3,HIS,SCC,19,8,4706043
12,2,35-44,1,Female,4,OTH,SCC,10,6,2705155
13,2,35-44,2,Male,1,NHW,SCC,111,22,10698668
14,2,35-44,2,Male,2,NHB,SCC,12,7,2373836
15,2,35-44,2,Male,3,HIS,SCC,46,12,4477083
16,2,35-44,2,Male,4,OTH,SCC,22,8,2268050
17,3,45-54,1,Female,1,NHW,SCC,67,17,12961330
18,3,45-54,1,Female,2,NHB,SCC,7,5,2294986
19,3,45-54,1,Female,3,HIS,SCC,43,10,2981376
20,3,45-54,1,Female,4,OTH,SCC,21,8,1908325
21,3,45-54,2,Male,1,NHW,SCC,359,37,10622756
22,3,45-54,2,Male,2,NHB,SCC,32,12,2323392
23,3,45-54,2,Male,3,HIS,SCC,65,13,3207152
24,3,45-54,2,Male,4,OTH,SCC,59,16,2807268
25,4,55-64,1,Female,1,NHW,SCC,291,39,16626401
26,4,55-64,1,Female,2,NHB,SCC,34,13,3005374
27,4,55-64,1,Female,3,HIS,SCC,38,12,2911586
28,4,55-64,1,Female,4,OTH,SCC,44,14,2629488
29,4,55-64,2,Male,1,NHW,SCC,1379,81,15564860
30,4,55-64,2,Male,2,NHB,SCC,81,18,2050599
31,4,55-64,2,Male,3,HIS,SCC,100,18,2832735
32,4,55-64,2,Male,4,OTH,SCC,71,17,2195076
33,5,65-74,1,Female,1,NHW,SCC,374,41,11513863
34,5,65-74,1,Female,2,NHB,SCC,40,12,1390166
35,5,65-74,1,Female,3,HIS,SCC,32,10,1616432
36,5,65-74,1,Female,4,OTH,SCC,35,9,1089947
37,5,65-74,2,Male,1,NHW,SCC,1765,87,10345066
38,5,65-74,2,Male,2,NHB,SCC,127,22,1099252
39,5,65-74,2,Male,3,HIS,SCC,96,17,1168063
40,5,65-74,2,Male,4,OTH,SCC,113,18,989548
41,6,75+,1,Female,1,NHW,SCC,475,45,9145660
42,6,75+,1,Female,2,NHB,SCC,58,17,1249362
43,6,75+,1,Female,3,HIS,SCC,37,9,737080
44,6,75+,1,Female,4,OTH,SCC,37,9,689818
45,6,75+,2,Male,1,NHW,SCC,1450,80,6831819
46,6,75+,2,Male,2,NHB,SCC,102,22,670963
47,6,75+,2,Male,3,HIS,SCC,72,13,548525
48,6,75+,2,Male,4,OTH,SCC,85,15,638884
1,1,20-34,1,Female,1,NHW,SCNC,40,13,18192633
2,1,20-34,1,Female,2,NHB,SCNC,16,8,4596338
3,1,20-34,1,Female,3,HIS,SCNC,37,10,6549965
4,1,20-34,1,Female,4,OTH,SCNC,10,6,3878604
5,1,20-34,2,Male,1,NHW,SCNC,14,8,19295314
6,1,20-34,2,Male,2,NHB,SCNC,8,6,4186659
7,1,20-34,2,Male,3,HIS,SCNC,41,11,6886181
8,1,20-34,2,Male,4,OTH,SCNC,7,5,3785306
9,2,35-44,1,Female,1,NHW,SCNC,119,22,10789518
10,2,35-44,1,Female,2,NHB,SCNC,77,19,2841551
11,2,35-44,1,Female,3,HIS,SCNC,133,21,4706043
12,2,35-44,1,Female,4,OTH,SCNC,61,15,2705155
13,2,35-44,2,Male,1,NHW,SCNC,75,18,10698668
14,2,35-44,2,Male,2,NHB,SCNC,39,13,2373836
15,2,35-44,2,Male,3,HIS,SCNC,83,16,4477083
16,2,35-44,2,Male,4,OTH,SCNC,37,11,2268050
17,3,45-54,1,Female,1,NHW,SCNC,231,33,12961330
18,3,45-54,1,Female,2,NHB,SCNC,73,16,2294986
19,3,45-54,1,Female,3,HIS,SCNC,160,20,2981376
20,3,45-54,1,Female,4,OTH,SCNC,61,13,1908325
21,3,45-54,2,Male,1,NHW,SCNC,225,29,10622756
22,3,45-54,2,Male,2,NHB,SCNC,91,19,2323392
23,3,45-54,2,Male,3,HIS,SCNC,137,19,3207152
24,3,45-54,2,Male,4,OTH,SCNC,123,23,2807268
25,4,55-64,1,Female,1,NHW,SCNC,504,50,16626401
26,4,55-64,1,Female,2,NHB,SCNC,286,37,3005374
27,4,55-64,1,Female,3,HIS,SCNC,275,30,2911586
28,4,55-64,1,Female,4,OTH,SCNC,225,30,2629488
29,4,55-64,2,Male,1,NHW,SCNC,616,55,15564860
30,4,55-64,2,Male,2,NHB,SCNC,291,34,2050599
31,4,55-64,2,Male,3,HIS,SCNC,367,35,2832735
32,4,55-64,2,Male,4,OTH,SCNC,293,34,2195076
33,5,65-74,1,Female,1,NHW,SCNC,791,59,11513863
34,5,65-74,1,Female,2,NHB,SCNC,215,28,1390166
35,5,65-74,1,Female,3,HIS,SCNC,294,31,1616432
36,5,65-74,1,Female,4,OTH,SCNC,202,22,1089947
37,5,65-74,2,Male,1,NHW,SCNC,898,63,10345066
38,5,65-74,2,Male,2,NHB,SCNC,284,33,1099252
39,5,65-74,2,Male,3,HIS,SCNC,296,29,1168063
40,5,65-74,2,Male,4,OTH,SCNC,275,27,989548
41,6,75+,1,Female,1,NHW,SCNC,1009,65,9145660
42,6,75+,1,Female,2,NHB,SCNC,366,42,1249362
43,6,75+,1,Female,3,HIS,SCNC,190,20,737080
44,6,75+,1,Female,4,OTH,SCNC,183,19,689818
45,6,75+,2,Male,1,NHW,SCNC,1197,73,6831819
46,6,75+,2,Male,2,NHB,SCNC,314,38,670963
47,6,75+,2,Male,3,HIS,SCNC,244,24,548525
48,6,75+,2,Male,4,OTH,SCNC,340,30,638884
1,1,20-34,1,Female,1,NHW,TC,3899,131,18192633
2,1,20-34,1,Female,2,NHB,TC,379,39,4596338
3,1,20-34,1,Female,3,HIS,TC,1177,56,6549965
4,1,20-34,1,Female,4,OTH,TC,794,51,3878604
5,1,20-34,2,Male,1,NHW,TC,920,64,19295314
6,1,20-34,2,Male,2,NHB,TC,50,14,4186659
7,1,20-34,2,Male,3,HIS,TC,237,25,6886181
8,1,20-34,2,Male,4,OTH,TC,133,21,3785306
9,2,35-44,1,Female,1,NHW,TC,3815,126,10789518
10,2,35-44,1,Female,2,NHB,TC,485,46,2841551
11,2,35-44,1,Female,3,HIS,TC,1442,68,4706043
12,2,35-44,1,Female,4,OTH,TC,1138,61,2705155
13,2,35-44,2,Male,1,NHW,TC,1094,66,10698668
14,2,35-44,2,Male,2,NHB,TC,59,15,2373836
15,2,35-44,2,Male,3,HIS,TC,271,28,4477083
16,2,35-44,2,Male,4,OTH,TC,235,27,2268050
17,3,45-54,1,Female,1,NHW,TC,4644,144,12961330
18,3,45-54,1,Female,2,NHB,TC,494,42,2294986
19,3,45-54,1,Female,3,HIS,TC,1095,51,2981376
20,3,45-54,1,Female,4,OTH,TC,738,44,1908325
21,3,45-54,2,Male,1,NHW,TC,1346,71,10622756
22,3,45-54,2,Male,2,NHB,TC,87,19,2323392
23,3,45-54,2,Male,3,HIS,TC,268,26,3207152
24,3,45-54,2,Male,4,OTH,TC,405,42,2807268
25,4,55-64,1,Female,1,NHW,TC,5248,162,16626401
26,4,55-64,1,Female,2,NHB,TC,720,59,3005374
27,4,55-64,1,Female,3,HIS,TC,997,56,2911586
28,4,55-64,1,Female,4,OTH,TC,1007,63,2629488
29,4,55-64,2,Male,1,NHW,TC,2753,116,15564860
30,4,55-64,2,Male,2,NHB,TC,222,30,2050599
31,4,55-64,2,Male,3,HIS,TC,329,33,2832735
32,4,55-64,2,Male,4,OTH,TC,340,37,2195076
33,5,65-74,1,Female,1,NHW,TC,3719,127,11513863
34,5,65-74,1,Female,2,NHB,TC,415,39,1390166
35,5,65-74,1,Female,3,HIS,TC,588,43,1616432
36,5,65-74,1,Female,4,OTH,TC,411,31,1089947
37,5,65-74,2,Male,1,NHW,TC,2148,97,10345066
38,5,65-74,2,Male,2,NHB,TC,146,24,1099252
39,5,65-74,2,Male,3,HIS,TC,155,21,1168063
40,5,65-74,2,Male,4,OTH,TC,136,19,989548
41,6,75+,1,Female,1,NHW,TC,1715,86,9145660
42,6,75+,1,Female,2,NHB,TC,198,31,1249362
43,6,75+,1,Female,3,HIS,TC,176,19,737080
44,6,75+,1,Female,4,OTH,TC,116,15,689818
45,6,75+,2,Male,1,NHW,TC,1088,70,6831819
46,6,75+,2,Male,2,NHB,TC,45,14,670963
47,6,75+,2,Male,3,HIS,TC,81,14,548525
48,6,75+,2,Male,4,OTH,TC,95,16,638884
1,1,20-34,1,Female,1,NHW,TSTK,129,12,18192633
2,1,20-34,1,Female,2,NHB,TSTK,82,10,4596338
3,1,20-34,1,Female,3,HIS,TSTK,52,8,6549965
4,1,20-34,1,Female,4,OTH,TSTK,17,5,3878604
5,1,20-34,2,Male,1,NHW,TSTK,179,14,19295314
6,1,20-34,2,Male,2,NHB,TSTK,93,10,4186659
7,1,20-34,2,Male,3,HIS,TSTK,91,10,6886181
8,1,20-34,2,Male,4,OTH,TSTK,18,5,3785306
9,2,35-44,1,Female,1,NHW,TSTK,378,19,10789518
10,2,35-44,1,Female,2,NHB,TSTK,204,15,2841551
11,2,35-44,1,Female,3,HIS,TSTK,110,11,4706043
12,2,35-44,1,Female,4,OTH,TSTK,48,7,2705155
13,2,35-44,2,Male,1,NHW,TSTK,407,21,10698668
14,2,35-44,2,Male,2,NHB,TSTK,272,17,2373836
15,2,35-44,2,Male,3,HIS,TSTK,205,15,4477083
16,2,35-44,2,Male,4,OTH,TSTK,73,9,2268050
17,3,45-54,1,Female,1,NHW,TSTK,1178,35,12961330
18,3,45-54,1,Female,2,NHB,TSTK,586,25,2294986
19,3,45-54,1,Female,3,HIS,TSTK,275,17,2981376
20,3,45-54,1,Female,4,OTH,TSTK,139,12,1908325
21,3,45-54,2,Male,1,NHW,TSTK,1487,38,10622756
22,3,45-54,2,Male,2,NHB,TSTK,766,28,2323392
23,3,45-54,2,Male,3,HIS,TSTK,501,23,3207152
24,3,45-54,2,Male,4,OTH,TSTK,186,14,2807268
25,4,55-64,1,Female,1,NHW,TSTK,3330,59,16626401
26,4,55-64,1,Female,2,NHB,TSTK,1334,37,3005374
27,4,55-64,1,Female,3,HIS,TSTK,478,22,2911586
28,4,55-64,1,Female,4,OTH,TSTK,285,17,2629488
29,4,55-64,2,Male,1,NHW,TSTK,4372,66,15564860
30,4,55-64,2,Male,2,NHB,TSTK,1813,43,2050599
31,4,55-64,2,Male,3,HIS,TSTK,784,29,2832735
32,4,55-64,2,Male,4,OTH,TSTK,352,19,2195076
33,5,65-74,1,Female,1,NHW,TSTK,7409,87,11513863
34,5,65-74,1,Female,2,NHB,TSTK,2000,45,1390166
35,5,65-74,1,Female,3,HIS,TSTK,813,29,1616432
36,5,65-74,1,Female,4,OTH,TSTK,531,24,1089947
37,5,65-74,2,Male,1,NHW,TSTK,8749,94,10345066
38,5,65-74,2,Male,2,NHB,TSTK,2321,49,1099252
39,5,65-74,2,Male,3,HIS,TSTK,988,32,1168063
40,5,65-74,2,Male,4,OTH,TSTK,548,24,989548
41,6,75+,1,Female,1,NHW,TSTK,52401,318,9145660
42,6,75+,1,Female,2,NHB,TSTK,6388,113,1249362
43,6,75+,1,Female,3,HIS,TSTK,4241,92,737080
44,6,75+,1,Female,4,OTH,TSTK,2408,69,689818
45,6,75+,2,Male,1,NHW,TSTK,30531,247,6831819
46,6,75+,2,Male,2,NHB,TSTK,3547,84,670963
47,6,75+,2,Male,3,HIS,TSTK,2668,74,548525
48,6,75+,2,Male,4,OTH,TSTK,1641,58,638884
1,1,20-34,1,Female,1,NHW,TSTK_medBMI,129,12,18192633
2,1,20-34,1,Female,2,NHB,TSTK_medBMI,82,10,4596338
3,1,20-34,1,Female,3,HIS,TSTK_medBMI,52,8,6549965
4,1,20-34,1,Female,4,OTH,TSTK_medBMI,17,5,3878604
5,1,20-34,2,Male,1,NHW,TSTK_medBMI,179,14,19295314
6,1,20-34,2,Male,2,NHB,TSTK_medBMI,93,10,4186659
7,1,20-34,2,Male,3,HIS,TSTK_medBMI,91,10,6886181
8,1,20-34,2,Male,4,OTH,TSTK_medBMI,18,5,3785306
9,2,35-44,1,Female,1,NHW,TSTK_medBMI,378,19,10789518
10,2,35-44,1,Female,2,NHB,TSTK_medBMI,204,15,2841551
11,2,35-44,1,Female,3,HIS,TSTK_medBMI,110,11,4706043
12,2,35-44,1,Female,4,OTH,TSTK_medBMI,48,7,2705155
13,2,35-44,2,Male,1,NHW,TSTK_medBMI,407,21,10698668
14,2,35-44,2,Male,2,NHB,TSTK_medBMI,272,17,2373836
15,2,35-44,2,Male,3,HIS,TSTK_medBMI,205,15,4477083
16,2,35-44,2,Male,4,OTH,TSTK_medBMI,73,9,2268050
17,3,45-54,1,Female,1,NHW,TSTK_medBMI,1178,35,12961330
18,3,45-54,1,Female,2,NHB,TSTK_medBMI,586,25,2294986
19,3,45-54,1,Female,3,HIS,TSTK_medBMI,275,17,2981376
20,3,45-54,1,Female,4,OTH,TSTK_medBMI,139,12,1908325
21,3,45-54,2,Male,1,NHW,TSTK_medBMI,1487,38,10622756
22,3,45-54,2,Male,2,NHB,TSTK_medBMI,766,28,2323392
23,3,45-54,2,Male,3,HIS,TSTK_medBMI,501,23,3207152
24,3,45-54,2,Male,4,OTH,TSTK_medBMI,186,14,2807268
25,4,55-64,1,Female,1,NHW,TSTK_medBMI,3330,59,16626401
26,4,55-64,1,Female,2,NHB,TSTK_medBMI,1334,37,3005374
27,4,55-64,1,Female,3,HIS,TSTK_medBMI,478,22,2911586
28,4,55-64,1,Female,4,OTH,TSTK_medBMI,285,17,2629488
29,4,55-64,2,Male,1,NHW,TSTK_medBMI,4372,66,15564860
30,4,55-64,2,Male,2,NHB,TSTK_medBMI,1813,43,2050599
31,4,55-64,2,Male,3,HIS,TSTK_medBMI,784,29,2832735
32,4,55-64,2,Male,4,OTH,TSTK_medBMI,352,19,2195076
33,5,65-74,1,Female,1,NHW,TSTK_medBMI,7409,87,11513863
34,5,65-74,1,Female,2,NHB,TSTK_medBMI,2000,45,1390166
35,5,65-74,1,Female,3,HIS,TSTK_medBMI,813,29,1616432
36,5,65-74,1,Female,4,OTH,TSTK_medBMI,531,24,1089947
37,5,65-74,2,Male,1,NHW,TSTK_medBMI,8749,94,10345066
38,5,65-74,2,Male,2,NHB,TSTK_medBMI,2321,49,1099252
39,5,65-74,2,Male,3,HIS,TSTK_medBMI,988,32,1168063
40,5,65-74,2,Male,4,OTH,TSTK_medBMI,548,24,989548
41,6,75+,1,Female,1,NHW,TSTK_medBMI,52401,318,9145660
42,6,75+,1,Female,2,NHB,TSTK_medBMI,6388,113,1249362
43,6,75+,1,Female,3,HIS,TSTK_medBMI,4241,92,737080
44,6,75+,1,Female,4,OTH,TSTK_medBMI,2408,69,689818
45,6,75+,2,Male,1,NHW,TSTK_medBMI,30531,247,6831819
46,6,75+,2,Male,2,NHB,TSTK_medBMI,3547,84,670963
47,6,75+,2,Male,3,HIS,TSTK_medBMI,2668,74,548525
48,6,75+,2,Male,4,OTH,TSTK_medBMI,1641,58,638884
1,1,20-34,1,Female,1,NHW,TSTK_medSBP,129,12,18192633
2,1,20-34,1,Female,2,NHB,TSTK_medSBP,82,10,4596338
3,1,20-34,1,Female,3,HIS,TSTK_medSBP,52,8,6549965
4,1,20-34,1,Female,4,OTH,TSTK_medSBP,17,5,3878604
5,1,20-34,2,Male,1,NHW,TSTK_medSBP,179,14,19295314
6,1,20-34,2,Male,2,NHB,TSTK_medSBP,93,10,4186659
7,1,20-34,2,Male,3,HIS,TSTK_medSBP,91,10,6886181
8,1,20-34,2,Male,4,OTH,TSTK_medSBP,18,5,3785306
9,2,35-44,1,Female,1,NHW,TSTK_medSBP,378,19,10789518
10,2,35-44,1,Female,2,NHB,TSTK_medSBP,204,15,2841551
11,2,35-44,1,Female,3,HIS,TSTK_medSBP,110,11,4706043
12,2,35-44,1,Female,4,OTH,TSTK_medSBP,48,7,2705155
13,2,35-44,2,Male,1,NHW,TSTK_medSBP,407,21,10698668
14,2,35-44,2,Male,2,NHB,TSTK_medSBP,272,17,2373836
15,2,35-44,2,Male,3,HIS,TSTK_medSBP,205,15,4477083
16,2,35-44,2,Male,4,OTH,TSTK_medSBP,73,9,2268050
17,3,45-54,1,Female,1,NHW,TSTK_medSBP,1178,35,12961330
18,3,45-54,1,Female,2,NHB,TSTK_medSBP,586,25,2294986
19,3,45-54,1,Female,3,HIS,TSTK_medSBP,275,17,2981376
20,3,45-54,1,Female,4,OTH,TSTK_medSBP,139,12,1908325
21,3,45-54,2,Male,1,NHW,TSTK_medSBP,1487,38,10622756
22,3,45-54,2,Male,2,NHB,TSTK_medSBP,766,28,2323392
23,3,45-54,2,Male,3,HIS,TSTK_medSBP,501,23,3207152
24,3,45-54,2,Male,4,OTH,TSTK_medSBP,186,14,2807268
25,4,55-64,1,Female,1,NHW,TSTK_medSBP,3330,59,16626401
26,4,55-64,1,Female,2,NHB,TSTK_medSBP,1334,37,3005374
27,4,55-64,1,Female,3,HIS,TSTK_medSBP,478,22,2911586
28,4,55-64,1,Female,4,OTH,TSTK_medSBP,285,17,2629488
29,4,55-64,2,Male,1,NHW,TSTK_medSBP,4372,66,15564860
30,4,55-64,2,Male,2,NHB,TSTK_medSBP,1813,43,2050599
31,4,55-64,2,Male,3,HIS,TSTK_medSBP,784,29,2832735
32,4,55-64,2,Male,4,OTH,TSTK_medSBP,352,19,2195076
33,5,65-74,1,Female,1,NHW,TSTK_medSBP,7409,87,11513863
34,5,65-74,1,Female,2,NHB,TSTK_medSBP,2000,45,1390166
35,5,65-74,1,Female,3,HIS,TSTK_medSBP,813,29,1616432
36,5,65-74,1,Female,4,OTH,TSTK_medSBP,531,24,1089947
37,5,65-74,2,Male,1,NHW,TSTK_medSBP,8749,94,10345066
38,5,65-74,2,Male,2,NHB,TSTK_medSBP,2321,49,1099252
39,5,65-74,2,Male,3,HIS,TSTK_medSBP,988,32,1168063
40,5,65-74,2,Male,4,OTH,TSTK_medSBP,548,24,989548
41,6,75+,1,Female,1,NHW,TSTK_medSBP,52401,318,9145660
42,6,75+,1,Female,2,NHB,TSTK_medSBP,6388,113,1249362
43,6,75+,1,Female,3,HIS,TSTK_medSBP,4241,92,737080
44,6,75+,1,Female,4,OTH,TSTK_medSBP,2408,69,689818
45,6,75+,2,Male,1,NHW,TSTK_medSBP,30531,247,6831819
46,6,75+,2,Male,2,NHB,TSTK_medSBP,3547,84,670963
47,6,75+,2,Male,3,HIS,TSTK_medSBP,2668,74,548525
48,6,75+,2,Male,4,OTH,TSTK_medSBP,1641,58,638884
1,1,20-34,1,Female,1,NHW,UC,413,44,18192633
2,1,20-34,1,Female,2,NHB,UC,80,18,4596338
3,1,20-34,1,Female,3,HIS,UC,262,27,6549965
4,1,20-34,1,Female,4,OTH,UC,143,22,3878604
5,1,20-34,2,Male,1,NHW,UC,0,0,19295314
6,1,20-34,2,Male,2,NHB,UC,0,0,4186659
7,1,20-34,2,Male,3,HIS,UC,0,0,6886181
8,1,20-34,2,Male,4,OTH,UC,0,0,3785306
9,2,35-44,1,Female,1,NHW,UC,1131,68,10789518
10,2,35-44,1,Female,2,NHB,UC,302,36,2841551
11,2,35-44,1,Female,3,HIS,UC,767,49,4706043
12,2,35-44,1,Female,4,OTH,UC,523,41,2705155
13,2,35-44,2,Male,1,NHW,UC,0,0,10698668
14,2,35-44,2,Male,2,NHB,UC,0,0,2373836
15,2,35-44,2,Male,3,HIS,UC,0,0,4477083
16,2,35-44,2,Male,4,OTH,UC,0,0,2268050
17,3,45-54,1,Female,1,NHW,UC,4799,147,12961330
18,3,45-54,1,Female,2,NHB,UC,570,45,2294986
19,3,45-54,1,Female,3,HIS,UC,1041,50,2981376
20,3,45-54,1,Female,4,OTH,UC,957,50,1908325
21,3,45-54,2,Male,1,NHW,UC,0,0,10622756
22,3,45-54,2,Male,2,NHB,UC,0,0,2323392
23,3,45-54,2,Male,3,HIS,UC,0,0,3207152
24,3,45-54,2,Male,4,OTH,UC,0,0,2807268
25,4,55-64,1,Female,1,NHW,UC,14795,270,16626401
26,4,55-64,1,Female,2,NHB,UC,2609,113,3005374
27,4,55-64,1,Female,3,HIS,UC,2390,87,2911586
28,4,55-64,1,Female,4,OTH,UC,2120,92,2629488
29,4,55-64,2,Male,1,NHW,UC,0,0,15564860
30,4,55-64,2,Male,2,NHB,UC,0,0,2050599
31,4,55-64,2,Male,3,HIS,UC,0,0,2832735
32,4,55-64,2,Male,4,OTH,UC,0,0,2195076
33,5,65-74,1,Female,1,NHW,UC,12994,238,11513863
34,5,65-74,1,Female,2,NHB,UC,1821,81,1390166
35,5,65-74,1,Female,3,HIS,UC,1568,70,1616432
36,5,65-74,1,Female,4,OTH,UC,831,44,1089947
37,5,65-74,2,Male,1,NHW,UC,0,0,10345066
38,5,65-74,2,Male,2,NHB,UC,0,0,1099252
39,5,65-74,2,Male,3,HIS,UC,0,0,1168063
40,5,65-74,2,Male,4,OTH,UC,0,0,989548
41,6,75+,1,Female,1,NHW,UC,6790,170,9145660
42,6,75+,1,Female,2,NHB,UC,1092,73,1249362
43,6,75+,1,Female,3,HIS,UC,389,29,737080
44,6,75+,1,Female,4,OTH,UC,329,26,689818
45,6,75+,2,Male,1,NHW,UC,0,0,6831819
46,6,75+,2,Male,2,NHB,UC,0,0,670963
47,6,75+,2,Male,3,HIS,UC,0,0,548525
48,6,75+,2,Male,4,OTH,UC,0,0,638884
